,FCR,Length,method,Thresholding_type
452,0.010000000000000009,7.197588728912442,ACP,T-test
453,0.11731843575418999,0.7665755292799917,SCOP,T-cal
454,0.005617977528089901,4.436129504938696,OCP,T-cal
455,0.005617977528089901,11.34326672430791,ACP,T-cal
456,0.10273972602739723,1.49445156052013,SCOP,T-pos
457,0.025465230166503483,4.436129504938696,OCP,T-pos
458,0.014691478942213565,5.865085799299619,ACP,T-pos
459,0.10648918469217972,1.1433932797155653,SCOP,T-test
460,0.02833333333333332,4.346887376672893,OCP,T-test
461,0.010000000000000009,8.611769629141426,ACP,T-test
462,0.08780487804878045,1.2138256743000997,SCOP,T-cal
463,0.012224938875305624,4.346887376672893,OCP,T-cal
464,0.009779951100244544,10.376833715312806,ACP,T-cal
465,0.09957325746799428,1.1482969412131903,SCOP,T-pos
466,0.02991452991452992,4.346887376672893,OCP,T-pos
467,0.009971509971509973,8.1211442768847,ACP,T-pos
468,0.09317803660565727,1.3148408603280108,SCOP,T-test
469,0.021666666666666612,4.786076296768594,OCP,T-test
470,0.010000000000000009,8.58599924312447,ACP,T-test
471,0.10122358175750834,1.3169039118520338,SCOP,T-cal
472,0.03563474387527843,4.786076296768594,OCP,T-cal
473,0.015590200445434244,7.384566930635052,ACP,T-cal
474,0.10570824524312894,1.3117729363980442,SCOP,T-pos
475,0.03809523809523807,4.786076296768594,OCP,T-pos
476,0.017989417989418,7.2034293975135535,ACP,T-pos
477,0.1014975041597338,1.513936083799687,SCOP,T-test
478,0.021666666666666612,4.566131631803076,OCP,T-test
479,0.010000000000000009,7.838648378577475,ACP,T-test
480,0.1018675721561969,1.5062669283591072,SCOP,T-cal
481,0.020408163265306145,4.566131631803076,OCP,T-cal
482,0.008503401360544172,7.903632582334311,ACP,T-cal
483,0.10194902548725637,1.5169993937919666,SCOP,T-pos
484,0.027027027027026973,4.566131631803076,OCP,T-pos
485,0.01501501501501501,7.60715442597359,ACP,T-pos
486,0.08985024958402665,1.3073221825182155,SCOP,T-test
487,0.018333333333333313,4.458708043895184,OCP,T-test
488,0.013333333333333308,7.956948101276771,ACP,T-test
489,0.06896551724137934,0.3842813766675335,SCOP,T-cal
490,0.0357142857142857,4.458708043895184,OCP,T-cal
491,0.0,17.190076332195872,ACP,T-cal
492,0.09195402298850575,1.721761361656832,SCOP,T-pos
493,0.021864211737629424,4.458708043895184,OCP,T-pos
